px py pz ox oy oz ow
0.519858 -0.029723 0.131728 0.999437 0.0233213 0.0188329 0.0150457
0.519856 -0.0297238 0.131726 0.999437 0.0233214 0.0188284 0.0150455
0.519858 -0.0297232 0.131728 0.999437 0.0233231 0.0188326 0.0150461
0.519858 -0.0297221 0.131728 0.999437 0.0233239 0.0188324 0.0150455
0.519857 -0.0297242 0.131727 0.999437 0.0233232 0.0188309 0.0150458
0.519858 -0.0297211 0.131728 0.999437 0.0233263 0.0188319 0.0150458
0.519855 -0.0297249 0.131725 0.999437 0.0233215 0.0188277 0.0150458
0.519857 -0.029723 0.131726 0.999437 0.023324 0.0188294 0.0150456
0.519856 -0.0297244 0.131726 0.999437 0.0233215 0.0188288 0.0150459
0.519857 -0.0297253 0.131727 0.999437 0.0233212 0.01883 0.0150458
0.519858 -0.0297213 0.131728 0.999437 0.0233288 0.0188324 0.015046
0.519856 -0.0297289 0.131725 0.999438 0.0233159 0.0188279 0.0150462
0.519857 -0.0297258 0.131727 0.999437 0.0233218 0.0188291 0.0150462
0.519856 -0.029725 0.131726 0.999437 0.0233218 0.018828 0.0150455
0.519856 -0.0297236 0.131726 0.999437 0.0233205 0.0188284 0.0150462
0.519856 -0.0297244 0.131726 0.999437 0.0233226 0.0188287 0.0150459
0.519856 -0.029727 0.131726 0.999437 0.0233233 0.018829 0.0150462
0.519855 -0.0297241 0.131725 0.999437 0.0233225 0.0188275 0.0150455
0.519856 -0.0297254 0.131726 0.999438 0.0233188 0.0188288 0.0150458
0.519856 -0.0297232 0.131726 0.999437 0.0233212 0.0188292 0.0150457
